STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Nebraska,Papillion,Midwest,West North Central,"OMA, LNK","20, 49",Aug,Late Aug,Midwest Pirate Fest,,http://bellevueberryfarm.com/pirate-festival,,,Founded in XXXX.,,Not Found,A&E,"Spend time in the Pirate's Port, the Enchanted Forest and the sea-side towne. Bounce about a bit in the inflated pirate boat, or feel the wind in yer face on the Heave-Ho pirate ship swing! There’s more to do than ever before with multiple live stage performances, hands-on games, free make & take activities, daily children’s treasure hunts and learning demonstrations for the whole family! Our artisan exhibits, festival marketplace, and great carnivale foods will make a well-rounded nautical adventure for everyone attending.",YES,FEE,$10 event general (Adult admission + discount kids).,https://bellevueberryfarm.com/pirate-festival,https://bellevueberryfarm.com/tickets,FAIR,info@bellevueberryfarm.com,bellevueberryfarm.com/pirate-festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bellevueberryfarm.com/pirate-festival
Nebraska,Papillion,Midwest,West North Central,"OMA, LNK","20, 49",Jun,Mid Jun,Papillion Days,Community Festival,http://www.papilliondays.org/,,,Founded in 1948. 72nd annual in 2019.,,https://www.facebook.com/papilliondays,A&E,"Celebration of Papillion, Nebraska - Food, Fun, Music, Carnival, Vendor Fair, Car Show, Ice Cream Social, Parade, Kids Activities, Live Music",YES,FEE,$20 - $25 event general (wristbands 2018).,http://www.papilliondays.org/parade.aspx,http://www.papilliondays.org/carnival.aspx,FAIR,,,,,,,,,,,http://www.papilliondays.org/,A&E,11,FALL,"10/23/2015, 11/9/2015, 3/23/2016, 6/14/2016, 9/21/2016, 10/31/2016, 11/28/2016, 2/13/2017, 11/1/2017",,,,Ann Ames (Exec Dir),,"communityfoundation@papillion.org, aames@papillion.org, (402) 331-3917",,,,,,,,,,http://www.papilliondays.org/
North Dakota,Carrington,Midwest,West North Central,"GFK, BIS","127, 127",Jun,Mid/Jun,Prairie Birding Festival,"Cultural, Birding, Nature",http://www.birdingdrives.com/Our_Festival.html,,,,,,"ACTIVE, LEARN","Visit some of the world's most remote birding hotspots while enjoying tours, seminars and other activities.",,,,,,Fair,,,,,,,,,,,http://www.birdingdrives.com/Our_Festival.html,ACT,9,SUMMER,11/1/2017,,,,"Jeff Galt, D.C., President",,"1-888-921-2473, info@birdingdrives.com",,,,,,,,,,http://www.birdingdrives.com/Our_Festival.html
North Dakota,Dickinson,Midwest,West North Central,"DIK, BIS","7, 101",Jun,Late Jun/Early Jul,Roughrider Days Fair and Expo,Trade Fairs/Expos,https://www.roughriderdaysfair.com/,,,,,https://www.facebook.com/roughrider.days,"A&E, LEARN","From rodeos to the demolition derby and everything in between, Roughrider Days has something for everyone, it’s a rodeo and so MUCH MORE!",,,,,,,,,,,,,,,,,https://www.roughriderdaysfair.com/contact-us,A&E,1,WINTER,11/1/2017,,,,"Justin Olson, President, Roughrider Commission",,rrc@roughriderdaysfair.com,,,,,,,,,,https://www.roughriderdaysfair.com/
North Dakota,Fargo,Midwest,West North Central,"FAR, GFK","4, 84",Jan,Late Jan,Frostival,Community,http://frostival.com/,,,Founded in 2016.,,https://www.facebook.com/frostival/,A&E,"Celebrate the cold winter season by enjoying fun games like golf, kickball and yoga in the snow.",YES,FREE/FEE,$0 event general. (range of prices to attend individual activities within the event 2018).,http://frostival.com/get-involved/,,GOOD,"Doolittles Woodfire Grill, Lucky's 13 Pub, Drekker Brewing Company, Fargo Brewing Company","https://doolittles.com/, https://www.luckys13pub.com/, http://drekkerbrewing.com/, https://www.fargobrewing.com/","Historical & Cultural Society of Clay County, Bonanzaville (pioneer village)","https://www.hcscconline.org/, http://www.bonanzaville.org/","Maplewood Park, Lindenwood Park, Fargo Skate Park","https://www.wfparks.org/portfolio/maplewood/, http://www.fargoparks.com/facilities-recreation/lindenwood-park.html, http://www.fargoparks.com/amenities/skate-park.html","Fargo Air Museum, Red River Zoom, Children's Museum at Yunker Farm, Rourke Art Gallery & Museum","http://www.fargoairmuseum.org/, https://redriverzoo.org/, http://www.childrensmuseum-yunker.org/, http://www.therourke.org/",https://www.fargomoorhead.org/about-fargo-moorhead/staff-directory/,"In the 1880s Fargo’s laws allowed for quick and easy divorces, and it became known as the Divorce Capital of the US. Famous people came to Fargo to get their divorces.",http://frostival.com/contact/,A&E,11,FALL,1/16/2018,,,,Kali Mork,kali@fargomoorhead.org,"kali@fargomoorhead.org, info@frostival.com, 701.282.3653,",,,,,,,,,,http://frostival.com/
North Dakota,Fargo,Midwest,West North Central,"FAR, GFK","4, 84",Jun,Early/Jun,Happy Harry's RibFest,Food/Beer/Wine,http://www.happyharrysribfest.com/,,,,,,TASTEBUDS,,,,,,,,"Doolittles Woodfire Grill, Lucky's 13 Pub, Drekker Brewing Company, Fargo Brewing Company","https://doolittles.com/, https://www.luckys13pub.com/, http://drekkerbrewing.com/, https://www.fargobrewing.com/","Historical & Cultural Society of Clay County, Bonanzaville (pioneer village)","https://www.hcscconline.org/, http://www.bonanzaville.org/","Maplewood Park, Lindenwood Park, Fargo Skate Park","https://www.wfparks.org/portfolio/maplewood/, http://www.fargoparks.com/facilities-recreation/lindenwood-park.html, http://www.fargoparks.com/amenities/skate-park.html","Fargo Air Museum, Red River Zoom, Children's Museum at Yunker Farm, Rourke Art Gallery & Museum","http://www.fargoairmuseum.org/, https://redriverzoo.org/, http://www.childrensmuseum-yunker.org/, http://www.therourke.org/",https://www.fargomoorhead.org/about-fargo-moorhead/staff-directory/,"In the 1880s Fargo’s laws allowed for quick and easy divorces, and it became known as the Divorce Capital of the US. Famous people came to Fargo to get their divorces.",http://www.happyharrysribfest.com/,TAS,11,FALL,11/1/2017,,,,"Sarah Tabery (Mktg & sales), Jamie Anacker (Event coord), Rob Sobolik (Gen Mgr), Bernie Lawson (Asst GM)",,"www.fargodome.com, 701-241-9100, stabery@fargodome.com, janacker@fargodome.com, rsobolik@fargodome.com, blarson@fargodome.com",,,,,,,,,,http://www.happyharrysribfest.com/
North Dakota,Fargo,Midwest,West North Central,"FAR, GFK","4, 84",Jul,Late/Jul,The Fargo Blues Festival,Music Festival,http://fargobluesfest.homestead.com/,,,,,,A&E,,,,,,,,"Doolittles Woodfire Grill, Lucky's 13 Pub, Drekker Brewing Company, Fargo Brewing Company","https://doolittles.com/, https://www.luckys13pub.com/, http://drekkerbrewing.com/, https://www.fargobrewing.com/","Historical & Cultural Society of Clay County, Bonanzaville (pioneer village)","https://www.hcscconline.org/, http://www.bonanzaville.org/","Maplewood Park, Lindenwood Park, Fargo Skate Park","https://www.wfparks.org/portfolio/maplewood/, http://www.fargoparks.com/facilities-recreation/lindenwood-park.html, http://www.fargoparks.com/amenities/skate-park.html","Fargo Air Museum, Red River Zoom, Children's Museum at Yunker Farm, Rourke Art Gallery & Museum","http://www.fargoairmuseum.org/, https://redriverzoo.org/, http://www.childrensmuseum-yunker.org/, http://www.therourke.org/",https://www.fargomoorhead.org/about-fargo-moorhead/staff-directory/,"In the 1880s Fargo’s laws allowed for quick and easy divorces, and it became known as the Divorce Capital of the US. Famous people came to Fargo to get their divorces.",http://fargobluesfest.homestead.com/,A&E,3,WINTER,11/1/2017,,,,Fargo Blues Festival,,"fargoblues@yahoo.com, 218-287-7775, 1-866-55-BLUES",,,,,,,,,,http://fargobluesfest.homestead.com/
North Dakota,Garrison,Midwest,West North Central,"MOT, BIS","52, 79",Nov/Dec,Late Nov - Early Dec,Dickens Village Festival,,https://www.dickensfestival.com/,,,Founded in 1994. 26th annual in 2019.,,https://www.facebook.com/DickensVillageFestival/,A&E,"Craft Vendor Show, lighted parade, street food vendors, daily entertainment, house tours, and concluding with A Christmas Carol Play takes visitors back to the days of Charles Dickens. Guests are encouraged to hitch a ride on the ""Queen Elizabus,"" an authentic double decker bus straight from England or partake in the many festivities available. A Victorian family festival in a quaint English setting featuring Craft Vendor Show, lighted parade, street food vendors, daily entertainment, house tours, and concluding with A Christmas Carol Play takes visitors back to the days of Charles Dickens.",YES,FEE,$17-$50 event general (range of prices to attend individual activities within the event).,https://www.dickensfestival.com/events/buy-play-tickets/,,GOOD,,,,,,,,,,,https://www.dickensfestival.com/,A&E,4,SPRING,,,,,,,,,,,,,,,,,https://www.dickensfestival.com/
North Dakota,Grand Forks,Midwest,West North Central,"GFK, FAR","8, 78",Jun,Early/Mid Jun,Grand Cities Art Fest,Arts Festival,http://www.novac.org/grand-cities-art-fest.html,,,,,,A&E,,,,,,,Fair,"Grape Mill Vineyard & Winery, Rhombus Guys, The Toasted Frog, Wild Hog Smokehouse Bar & Grill","http://www.thegrapemill.com/, https://rhombuspizza.com/, http://toastedfrog.com/, http://www.wildhogsmokehouse.com/",,,"Kellys Slough National Wildlife Refuge, Turtle River State Park, Ben Franklin Park","https://www.fws.gov/refuge/kellys_slough/, http://www.parkrec.nd.gov/parks/trsp/trsp.html, http://www.gfparks.org/parks-facilities/parks/ben-franklin/",Art Nest ND,https://www.artnestnd.org/,https://www.visitgrandforks.com/about/our-staff,,http://www.novac.org/grand-cities-art-fest.html,A&E,3,WINTER,"2/8/2016, 4/29/2016",,,Email msg rejected as spam,,,info@novac.org,,,,,,,,,,http://www.novac.org/grand-cities-art-fest.html
North Dakota,Grand Forks,Midwest,West North Central,"GFK, FAR","8, 78",Apr,Mid/Late Apr,Red River Valley Motorcycle Show,Trade Fairs/Expos,http://www.rrvmnd.org/,,,Founded in 2001.,,https://www.facebook.com/events/227381521171297/,A&E,Bring the whole family out to see some of the coolest classic and modern bikes in the region on display in the Alerus Center arena.,YES,FEE,$5 event general (veterans + kids under 10 are free 2018). $30 raffle ticket.,http://rrvmnd.org/,http://www.aleruscenter.com/events/detail/red-river-valley-motorcycle-show-1,GOOD,"Grape Mill Vineyard & Winery, Rhombus Guys, The Toasted Frog, Wild Hog Smokehouse Bar & Grill","http://www.thegrapemill.com/, https://rhombuspizza.com/, http://toastedfrog.com/, http://www.wildhogsmokehouse.com/",,,"Kellys Slough National Wildlife Refuge, Turtle River State Park, Ben Franklin Park","https://www.fws.gov/refuge/kellys_slough/, http://www.parkrec.nd.gov/parks/trsp/trsp.html, http://www.gfparks.org/parks-facilities/parks/ben-franklin/",Art Nest ND,https://www.artnestnd.org/,https://www.visitgrandforks.com/about/our-staff,,http://www.rrvmnd.org/,A&E,8,SUMMER,11/1/2017,,,,RED RIVER VALLEY MOTORCYCLISTS,,"rrvmnd.org@gmail.com, 218-695-2082",,,,,,,,,,http://www.rrvmnd.org/
North Dakota,Langdon,Midwest,West North Central,GFK,108,Jul,Mid/Jul,Langdon Music Fest,Music Festival,http://cityoflangdon.com/chamber-music-fest.html,,,,,,A&E,,,,,,,,,,,,,,,,,,http://cityoflangdon.com/chamber-music-fest.html,A&E,8,SUMMER,11/1/2017,,,,President: Adam Lafrenz,,"langdonchamber@cityoflangdon.com, 701-256-3079",,,,,,,,,,http://cityoflangdon.com/chamber-music-fest.html
North Dakota,Minot,Midwest,West North Central,"MOT, BIS","6, 113",Jul,Mid/Late Jul,North Dakota State Fair,Carnivals/State Fairs,https://ndstatefair.com/,,,,,,A&E,,,,,,,,,,,,,,,,,,https://ndstatefair.com/,A&E,9,SUMMER,11/1/2017,,,,"Todd Berning, President - NDSF Foundation",,"headroom@minot.com, 701-857-7620",,,,,,,,,,https://ndstatefair.com/
North Dakota,Valley City,Midwest,West North Central,"FAR, BIS","65, 136",Mar,Early/March,North Dakota Winter Show,Cultural,https://www.northdakotawintershow.com/,,,Founded in 1937. 81st annual in 2018.,,https://www.facebook.com/NDWinterShow,"LEARN, A&E",Celebration of pioneer culture and heritage while educating attendees about various segments of agri-business.,YES,FEE,$XX event general (range of prices to attend individual activities within the event 2018),https://www.northdakotawintershow.com/tickets.php,https://www.showclix.com/event/ranch-rodeo-wed-ndws,GOOD,,,,,,,,,,,https://www.northdakotawintershow.com/contact.php,LEA,4,SPRING,2/28/2018,2/28/2018,,,"Dawn Riley, Manager",,"ndws@northdakotawintershow.com, 701.845.1401, 701.845.1401",,,,,,,,,,https://www.northdakotawintershow.com/
Ohio,Akron,Midwest,East North Central,"CAK, CLE","15, 41",Jul,Late Jul,FirstEnergy All-American Soap Box Derby,Sporting Event,http://www.aasbd.org/,,,,,,"ACTIVE, A&E",,,,,,,,,,,,,,,,,,http://www.aasbd.org/,ACT,5,SPRING,"9/29/2015, 10/14/15, 10/19/15, 5/4/2016, 7/14/2016, 8/22/2016",,YES,"8/23 - Doreen responded and asked about fee, and told her it was no cost and sent updated handout; Had call 10/28 - wants to see more about the website before committing interest",Doreen Thorne (Marketing Manager),doreen@soapboxderby.org,"doreen@aasbd.org, doreen@soapboxderby.org, 330.733.8723.13, soapbox@soapboxderby.org",YES,10/6/2016 - Doreen responded and said 2017 details close to being ready & asked if there was deadline; Sent reminder to set up event along with user manual,All Ages,TBD,CAK,CLE,,,,http://www.aasbd.org/
Ohio,Ashland,Midwest,East North Central,"CLE, CAK","57, 58",Jun,Late Jun,Ashland Balloonfest,,http://ashlandohioballoonfest.com/,,,Founded in 1990. 28th annual in 2018.,,https://www.facebook.com/ashlandballoonfest/,ACTIVE,"Feel the excitement and splendor of bold, colorful hot air balloons as they tower over you, then magically rise and soar away! Plus, enjoy lots of other activities: Balloon Glow, Balloon races, stage performances, sport tournaments, displays, exhibits, food and more. Everyone will enjoy the colorful Ashland skies as the hot air balloons fill the air for this memorable weekend.",YES,FREE,$0 event general (general admission + $6 parking 2018).,http://ashlandohioballoonfest.com/faq/,,GOOD,,,,,,,,,,,http://ashlandohioballoonfest.com/,ACT,7,SUMMER,,,,,,,info@ashlandohioballoonfest.com,,,,,,,,,,http://ashlandohioballoonfest.com/
Ohio,Athens,Midwest,East North Central,"PKB, LCK","52, 71",Apr,Early/Mid Apr,Athens International Film + Video Festival,"Arts, Music Festival",http://athensfilmfest.org/,,,Founded in 1974. 46th annual in 2019.,,https://www.facebook.com/AIFVF/,A&E,"features hundreds of productions in a variety of exciting narrative and non-narrative screening blocs, creating a vibrant community of filmmakers, critics and scholars, as well as film enthusiasts. The festival program features diverse productions in different genres from over 45 countries, as well as special events that are followed by interviews with or talks by artists and presenters.",YES,FEE,$4 - $50 event general (single screenings + festival passes + free student tickets 2018).,http://athensfilmfest.org/tickets/,,GOOD,,,,,,,,,,,http://athensfilmfest.org/contact/,A&E,3,WINTER,1/2/2018,,,,,athensohiofilmfest@gmail.com,"740-593-1330, athensohiofilmfest@gmail.com",,,,,,,,,,http://athensfilmfest.org/
Ohio,Avon,Midwest,East North Central,"CLE, CAK","18, 67",June,Mid Jun,Avon Heritage Duck Tape Festival,Festival,http://www.ducktapefestival.com/,,,,,,A&E,,,,,,,,,,,,,,,,,,http://www.ducktapefestival.com/,A&E,8,SUMMER,"9/29/2015, 10/14/15, 1/7/2016, 3/17/2016, 5/26/2016, 9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 4/2/2018, 4/10/2018",4/16/2018,YES,4/16/18 Erica handed off to Jenny and Jenny confirmed; 4/10/18 Erica asked for partner handout,"Jennifer Bahun (Acct Supervisor), Erica Tan (Falls Communications, Sr. Acct Exec), Lee Anderson","jbahun@fallscommunications.com, avonducttapefestival@hotmail.com","1.866.818.1116 (festival committee contact), avonducttapefestival@hotmail.com, etan@fallscommunications.com, 216-696-0229 (Erica), jbahun@fallscommunications.com, 216.472.6678 (Jenny)",YES,,All Ages,TBD,CLE,,,,,http://www.ducktapefestival.com/
Ohio,Canton,Midwest,East North Central,"CAK, CLE","10, 64",Jul/Aug,Late Jul/Early Aug,Pro Football Hall of Fame Enshrinement Week,Sporting Event/Festival,https://hofexperiences.com/contact-us,,,,,,A&E,,,,,,,,,,,,,,,,,,https://hofexperiences.com/contact-us,A&E,10,FALL,2/28/2018,2/28/2018,,,,,"marketing@hofexperiences.com, info@hofexperiences.com, 844.751.0532, 330.456.7253",,,All Ages,Varies by event,CAK,,,,,https://hofexperiences.com/contact-us
Ohio,Cincinnati,Midwest,East North Central,"CVG, DAY","20, 61",Oct,Late Oct,Books by the Banks,"Arts, Cultural Festival",http://booksbythebanks.org/,,,Founded in 2007. 12th annual in 2018.,,https://www.facebook.com/booksbythebanks,"LEARN, A&E","The day-long festival, which is free and open to the public, features national, regional, and local authors and illustrators; book signings; panel discussions; and activities for the entire family to enjoy.",YES,FREE,$0 event general.,,,GOOD,"Graeter's Ice Cream, Skyline Chili (town famous for chili)","https://www.graeters.com/, https://www.skylinechili.com/","Cincinnati Museum Center, Cincinnati Fire Museum","https://www.cincymuseum.org/, https://www.cincyfiremuseum.com/",,,"American Sign Museum, Cincinnati Observatory, Cincinnati Zoo & Botanical Garden, Duke Energy Children's Museum","https://www.americansignmuseum.org/, https://www.cincinnatiobservatory.org/, http://cincinnatizoo.org/, https://www.cincymuseum.org/childrensmuseum",https://www.cincyusa.com/team/,Cincinnati has been called Porkopolis. The name dates back to the 1820s through the 1930s when Cincinnati was the main pork processing center in the country.,http://booksbythebanks.org/about/contact/,LEA,2,WINTER,1/2/2018,,,,,contact@booksbythebanks.org,"donate@booksbythebanks.org, contact@booksbythebanks.org",,,,,,,,,,http://booksbythebanks.org/
Ohio,Cincinnati,Midwest,East North Central,"CVG, DAY","20, 61",Sept,Late Sept,Original Sewing & Quilt Expo,"Arts, Cultural","http://www.sewingexpo.com/Events/Cincinnati,OH.aspx",,,,,,"LEARN, A&E",,,,,,,,"Graeter's Ice Cream, Skyline Chili (town famous for chili)","https://www.graeters.com/, https://www.skylinechili.com/","Cincinnati Museum Center, Cincinnati Fire Museum","https://www.cincymuseum.org/, https://www.cincyfiremuseum.com/",,,"American Sign Museum, Cincinnati Observatory, Cincinnati Zoo & Botanical Garden, Duke Energy Children's Museum","https://www.americansignmuseum.org/, https://www.cincinnatiobservatory.org/, http://cincinnatizoo.org/, https://www.cincymuseum.org/childrensmuseum",https://www.cincyusa.com/team/,Cincinnati has been called Porkopolis. The name dates back to the 1820s through the 1930s when Cincinnati was the main pork processing center in the country.,"http://www.sewingexpo.com/Events/Cincinnati,OH.aspx",LEA,11,FALL,1/16/2018,,,,Marlene Ingraham (Senior Director of Marketing and Education),info@sewingexpo.com,"info@sewingexpo.com, 888-699-6309,",,,,,,,,,,"http://www.sewingexpo.com/Events/Cincinnati,OH.aspx"
Ohio,Cincinnati,Midwest,East North Central,"CVG, DAY","26, 61",Oct,Early Oct,Wellness Your Way Festival,"Fitness Experts, Speakers, Cooking Tips",https://www.wellnessyourwayfestival.com/,,,Founded in 2018.,,https://www.facebook.com/wellnessyourwayfestival/,ACTIVE,"For three days, you will work out with celebrity fitness experts, hear from inspiring speakers, pick up cooking tips from world-renowned chefs, and learn from passionate health professionals about what wellness means for you!",YES,FREE/FEE,$0 event general. $50 - $125 event premium (concert pass + VIP lounge + celebrity meet and greet 2018).,https://www.wellnessyourwayfestival.com/tickets,https://www.eventbrite.com/e/wellness-your-way-festival-tickets-50832198474#,GOOD,,,,,,,,,,,https://www.wellnessyourwayfestival.com/,ACT,6,SPRING,,,,,,,,,,,,,,,,,https://www.wellnessyourwayfestival.com/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",Aug/Sept,Late Aug/Early Sept (Labor Day),Cleveland Air Show,Festival,http://www.clevelandairshow.com/,,,,,,"ACTIVE, A&E",,,,,,,,"West Side Market, Melt Bar & Grilled, The Greenhouse Tavern","http://westsidemarket.org/, https://meltbarandgrilled.com/, http://www.thegreenhousetavern.com/#about",Cleveland History Center,https://www.wrhs.org/plan-your-visit/history-center/,"Cleveland Metroparks, Cleveland Botanical Garden","https://clevelandmetroparks.com/, http://www.cbgarden.org/","Rock & Roll Hall of Fame, Pro Football Hall of Fame, Cleveland Museum of Natural History","https://www.rockhall.com/, http://www.profootballhof.com/, https://www.cmnh.org/",http://www.thisiscleveland.com/contact/,Cleveland is the birthplace of Superman. Cleveland is a favorite shooting location for Hollywood blockbusters. Cuyahoga River that runs through the city has caught on fire 13 different times.,http://www.clevelandairshow.com/,ACT,3,WINTER,"9/19/2016, 10/31/2016, 11/28/2016",,NO/PENDING,11/30 Gwen responded and said not interested at this time,"Kim Dell (Sponsorship), Gwen Brassell (Mktg/Promos)",gbrassell@clevelandairshow.com,"info@clevelandairshow.com, kdell@clevelandairshow.com, gbrassell@clevelandairshow.com, 216-781-0747 (Gwen)",,,All Ages,$23,CLE,,,,,http://www.clevelandairshow.com/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",Sept,Early Sept,Cleveland Garlic Festival,Food/Music Festival,http://www.clevelandgarlicfestival.org/,,,,,,TASTEBUDS,,,,,,,,"West Side Market, Melt Bar & Grilled, The Greenhouse Tavern","http://westsidemarket.org/, https://meltbarandgrilled.com/, http://www.thegreenhousetavern.com/#about",Cleveland History Center,https://www.wrhs.org/plan-your-visit/history-center/,"Cleveland Metroparks, Cleveland Botanical Garden","https://clevelandmetroparks.com/, http://www.cbgarden.org/","Rock & Roll Hall of Fame, Pro Football Hall of Fame, Cleveland Museum of Natural History","https://www.rockhall.com/, http://www.profootballhof.com/, https://www.cmnh.org/",http://www.thisiscleveland.com/contact/,Cleveland is the birthplace of Superman. Cleveland is a favorite shooting location for Hollywood blockbusters. Cuyahoga River that runs through the city has caught on fire 13 different times.,http://www.clevelandgarlicfestival.org/,TAS,3,WINTER,"9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 12/18/2017",,,,North Union Farmers Market - Donita Anderson (Sponsorship),,"northunionfarmersmarket@yahoo.com, 216.751.7656",,,All Ages,$8 1-day; $12 2-day,CLE,,,,,http://www.clevelandgarlicfestival.org/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",Mar/Apr,Late Mar/ Early Apr,Cleveland International Film Festival,Film Festival,http://www.clevelandfilm.org/,,,Founded in 1977. 43rd annual in 2019.,,https://www.facebook.com/ClevelandInternationalFilmFestival,A&E,showcases over 200 feature films and 200 shorts from approximately 70 countries!,YES,FEE,$12 - $225 event general (member and non-member tickets 2018).,https://www.clevelandfilm.org/faqs/tickets-and-vouchers,,GOOD,"West Side Market, Melt Bar & Grilled, The Greenhouse Tavern","http://westsidemarket.org/, https://meltbarandgrilled.com/, http://www.thegreenhousetavern.com/#about",Cleveland History Center,https://www.wrhs.org/plan-your-visit/history-center/,"Cleveland Metroparks, Cleveland Botanical Garden","https://clevelandmetroparks.com/, http://www.cbgarden.org/","Rock & Roll Hall of Fame, Pro Football Hall of Fame, Cleveland Museum of Natural History","https://www.rockhall.com/, http://www.profootballhof.com/, https://www.cmnh.org/",http://www.thisiscleveland.com/contact/,Cleveland is the birthplace of Superman. Cleveland is a favorite shooting location for Hollywood blockbusters. Cuyahoga River that runs through the city has caught on fire 13 different times.,http://www.clevelandfilm.org/,A&E,10,FALL,"9/29/2015, 10/14/15, 1/7/2016, 3/17/2016, 5/18/2016, 9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 12/18/2017",,,,"Marcie Goodman (Exec Dir), Patrick Shepherd (Assoc Dir), Debby Samples (Mktg Dir)",,"(216) 623-3456, marcie@clevelandfilm.org, patrick@clevelandfilm.org, debby@clevelandfilm.org",,,Adults,$12 Per Film,CLE,,,,,http://www.clevelandfilm.org/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",June,Mid June,Cleveland Pizza Fest,Food Festival,http://www.clevelandpizzafest.com/,,,,,,TASTEBUDS,,,,,,,,"West Side Market, Melt Bar & Grilled, The Greenhouse Tavern","http://westsidemarket.org/, https://meltbarandgrilled.com/, http://www.thegreenhousetavern.com/#about",Cleveland History Center,https://www.wrhs.org/plan-your-visit/history-center/,"Cleveland Metroparks, Cleveland Botanical Garden","https://clevelandmetroparks.com/, http://www.cbgarden.org/","Rock & Roll Hall of Fame, Pro Football Hall of Fame, Cleveland Museum of Natural History","https://www.rockhall.com/, http://www.profootballhof.com/, https://www.cmnh.org/",http://www.thisiscleveland.com/contact/,Cleveland is the birthplace of Superman. Cleveland is a favorite shooting location for Hollywood blockbusters. Cuyahoga River that runs through the city has caught on fire 13 different times.,http://www.clevelandpizzafest.com/,TAS,5,SPRING,"9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 12/18/2017",,,,,,"(216) 965-3478, clevelandpizzafest@gmail.com",,,All Ages,$10,CLE,,,,,http://www.clevelandpizzafest.com/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",Mar/Apr,Late Mar/Early Apr,Cleveland Thyagaraja Festival,,http://www.aradhana.org/,,,Founded in 1978.,,https://www.facebook.com/Cleveland.Thyagaraja.Festival,A&E,The Cleveland Thyagaraja Festival is the largest Indian classical music festival outside of India.,YES,FEE,$25-$40 event general (single or weekend ticket + kids under 5 free). $125 event premium (extended weekend pass).,http://www.aradhana.org/tickets.html,,GOOD,,,,,,,,,,,http://www.aradhana.org/,A&E,7,SUMMER,,,,,,,balu@aradhana.org,,,,,,,,,,http://www.aradhana.org/
Ohio,Cleveland,Midwest,East North Central,"CLE, CAK","15, 51",Mar/Apr,Late Mar/Late Apr,I-X Indoor Amusement Park,Carnival,http://www.ixamusementpark.com/,,,Founded in 1990. 30th annual in 2019.,,https://www.facebook.com/ixamusementpark,A&E,"It is jam-packed with over twenty acres of rides, games, food and attractions all under one roof with FUN for the whole family.",YES,FEE,$10 - $24 event general (kids under 3 are free + includes rides and shows + few events have a extra nominal fee 2018).,https://ixamusementpark.com/admission/tickets/,https://ticketing.axs.com/OfferInfo.aspx?t=AEB85B048D62D94335899E5&og=-1,GOOD,"West Side Market, Melt Bar & Grilled, The Greenhouse Tavern","http://westsidemarket.org/, https://meltbarandgrilled.com/, http://www.thegreenhousetavern.com/#about",Cleveland History Center,https://www.wrhs.org/plan-your-visit/history-center/,"Cleveland Metroparks, Cleveland Botanical Garden","https://clevelandmetroparks.com/, http://www.cbgarden.org/","Rock & Roll Hall of Fame, Pro Football Hall of Fame, Cleveland Museum of Natural History","https://www.rockhall.com/, http://www.profootballhof.com/, https://www.cmnh.org/",http://www.thisiscleveland.com/contact/,Cleveland is the birthplace of Superman. Cleveland is a favorite shooting location for Hollywood blockbusters. Cuyahoga River that runs through the city has caught on fire 13 different times.,http://www.ixamusementpark.com/,A&E,4,SPRING,"9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 12/18/2017",,,,"IX Center contacts - Allison Kimbrough (Partnerships/Sponsorship), Claire Vanidestine (Mktg/Comm)",,"800-897-3942, akimbrough@ixcenter.com, cvanidestine@ixcenter.com, 216-265-2639 (Allison), 216-265-2619 (Claire)",,,All Ages,$19-$22,CLE,,,,,http://www.ixamusementpark.com/
